epoch,step,train_loss,valid_loss
0,98,2.8076999187469482,
0,100,2.9500532150268555,
0,101,2.84546160697937,
0,102,2.935443878173828,
0,103,2.8452134132385254,
0,105,2.8972325325012207,
0,106,2.8871889114379883,
0,107,2.8070120811462402,
0,108,2.9562864303588867,
0,110,3.009340286254883,
0,111,2.8401644229888916,
0,112,2.9162068367004395,
0,113,2.9158401489257812,
0,115,2.8453540802001953,
0,116,2.8627169132232666,
0,117,2.8751931190490723,
0,118,2.8945631980895996,
0,120,2.861687660217285,
0,121,2.86057186126709,
0,122,2.8296058177948,
0,123,2.999929666519165,
0,125,2.860659599304199,
0,126,2.7240703105926514,
0,127,2.8729217052459717,
0,128,3.1661055088043213,
0,130,3.0084404945373535,
0,131,2.922053813934326,
0,132,2.9189136028289795,
0,133,2.9651660919189453,
0,135,2.859038829803467,
0,136,2.9382071495056152,
0,137,2.893434762954712,
0,138,2.845193862915039,
0,140,2.9299159049987793,
0,141,2.917045831680298,
0,142,2.866877317428589,
0,143,2.8784890174865723,
0,145,2.9257309436798096,
0,146,2.971402406692505,
0,147,2.9255921840667725,
0,148,2.888256549835205,
0,150,2.8880908489227295,
0,151,2.8049938678741455,
0,152,2.9573426246643066,
0,153,2.8405799865722656,
0,155,2.9234185218811035,
0,156,2.809602737426758,
0,157,2.8797595500946045,
0,158,2.7371084690093994,
0,160,2.7203738689422607,
0,161,2.7489633560180664,
0,162,2.8709089756011963,
0,163,2.769150972366333,
0,165,2.753500461578369,
0,166,2.5709891319274902,
0,167,2.8261282444000244,
0,168,2.676254987716675,
0,170,2.6888909339904785,
0,171,2.792307138442993,
0,172,2.744811773300171,
0,173,2.6150670051574707,
0,175,2.7690320014953613,
0,176,2.6999902725219727,
0,177,2.595418930053711,
0,178,2.7102761268615723,
0,180,2.661533832550049,
0,181,2.609360933303833,
0,182,2.6216351985931396,
0,183,2.6823604106903076,
0,185,2.6788039207458496,
0,186,2.6266403198242188,
0,187,2.6430935859680176,
0,188,2.6193668842315674,
0,190,2.677647590637207,
0,191,2.6254870891571045,
0,192,2.6475510597229004,
0,193,2.5939199924468994,
0,195,2.514331102371216,
0,196,2.6365702152252197,
0,197,2.618968963623047,
0,198,2.52708101272583,
0,200,2.633669853210449,
0,201,2.5006349086761475,
0,202,2.644622564315796,
0,203,2.398306369781494,
0,205,2.4097561836242676,
0,206,2.5386736392974854,
0,207,2.5455853939056396,
0,208,2.596561908721924,
0,210,2.401916742324829,
0,211,2.5330123901367188,
0,212,2.534902334213257,
0,213,2.4809770584106445,
0,215,2.4955368041992188,
0,216,2.5408236980438232,
0,217,2.3482308387756348,
0,218,2.345471143722534,
0,220,2.3493990898132324,
0,221,2.4473586082458496,
0,222,2.371695041656494,
0,223,2.4512264728546143,
0,225,2.3951282501220703,
0,226,2.4294793605804443,
0,227,2.5155723094940186,
0,228,2.322636604309082,
0,230,2.2486584186553955,
0,231,2.1585545539855957,
0,232,2.3730628490448,
0,233,2.452968120574951,
0,235,2.331909418106079,
0,236,2.301626443862915,
0,237,2.2950515747070312,
0,238,2.162475347518921,
0,240,2.3832991123199463,
0,241,2.147879123687744,
0,242,2.1900017261505127,
0,243,2.243546485900879,
0,245,2.2480268478393555,
0,246,2.0840771198272705,
0,247,2.2557730674743652,
0,248,2.300844430923462,
0,250,2.2119288444519043,
0,251,2.1913883686065674,
0,252,2.0818116664886475,
0,253,2.0839574337005615,
0,255,2.1359026432037354,
0,256,2.1896257400512695,
0,257,2.3109586238861084,
0,258,2.130507230758667,
0,260,2.158820152282715,
0,261,2.045865058898926,
0,262,2.152371406555176,
0,263,2.138395071029663,
0,265,2.2641615867614746,
0,266,2.0799012184143066,
0,267,1.9712345600128174,
0,268,2.139716386795044,
0,270,1.9857263565063477,
0,271,2.1570191383361816,
0,272,2.001441478729248,
0,273,2.0212912559509277,
0,275,2.097716808319092,
0,276,2.0374808311462402,
0,277,2.1246986389160156,
0,278,1.9969854354858398,
0,280,1.8314305543899536,
0,281,2.0033693313598633,
0,282,2.064591407775879,
0,283,2.010561466217041,
0,285,1.9544471502304077,
0,286,2.1681647300720215,
0,287,2.0485970973968506,
0,288,1.9896177053451538,
0,290,2.0516304969787598,
0,291,2.005244731903076,
0,292,2.070286273956299,
0,293,2.1245486736297607,
0,295,2.0465240478515625,
0,296,1.9506553411483765,
0,297,2.0703914165496826,
0,298,2.051560401916504,
0,300,1.9868857860565186,
0,301,1.969316840171814,
0,302,2.14137601852417,
0,303,1.9293924570083618,
0,305,2.0106360912323,
0,306,1.9645695686340332,
0,307,2.0989925861358643,
0,308,1.9290658235549927,
0,310,2.0557475090026855,
0,311,1.9925556182861328,
0,312,1.8835937976837158,
0,313,1.837988257408142,
0,315,2.0209462642669678,
0,316,1.8592326641082764,
0,317,1.9144840240478516,
0,318,1.803544282913208,
0,320,1.8787590265274048,
0,321,1.9920856952667236,
0,322,2.0009348392486572,
0,323,1.8918938636779785,
0,325,1.9999500513076782,
0,326,1.8931779861450195,
0,327,1.9339500665664673,
0,328,1.7473756074905396,
0,330,1.8700529336929321,
0,331,1.9669599533081055,
0,332,1.8572953939437866,
0,333,1.869109869003296,
0,335,1.873386263847351,
0,336,1.7429832220077515,
0,337,2.1909780502319336,
0,338,1.7662785053253174,
0,340,2.1261117458343506,
0,341,1.948458194732666,
0,342,1.9883626699447632,
0,343,1.870910406112671,
0,345,1.9574227333068848,
0,346,1.9399054050445557,
0,347,1.931640386581421,
0,348,2.0150468349456787,
0,350,2.044412612915039,
0,351,1.8307689428329468,
0,352,2.055079221725464,
0,353,1.8945492506027222,
0,355,2.0097339153289795,
0,356,1.9735498428344727,
0,357,1.908634901046753,
0,358,1.7006932497024536,
0,360,1.7774244546890259,
0,361,1.8986328840255737,
0,362,1.736854076385498,
0,363,1.9777348041534424,
0,365,2.1014466285705566,
0,366,1.8246357440948486,
0,367,1.8751245737075806,
0,368,1.8789209127426147,
0,370,1.981299877166748,
0,371,1.9078009128570557,
0,372,1.7579758167266846,
0,373,1.980063796043396,
0,375,1.9405064582824707,
0,376,1.910749912261963,
0,377,1.8987321853637695,
0,378,1.965357780456543,
0,380,1.7747275829315186,
0,381,1.9931474924087524,
0,382,1.8435300588607788,
0,383,1.9257699251174927,
0,385,1.8283237218856812,
0,386,1.7226117849349976,
0,387,1.7911443710327148,
0,388,1.8805410861968994,
0,390,1.8070156574249268,
0,391,1.7886066436767578,
0,392,1.8343322277069092,
0,393,1.8444573879241943,
0,395,1.847659707069397,
0,396,1.7730895280838013,
0,397,1.869174838066101,
0,398,1.93987238407135,
0,400,1.903846263885498,
0,401,1.7385369539260864,
0,402,1.855523943901062,
0,403,1.7768371105194092,
0,405,1.8849055767059326,
0,406,1.8451348543167114,
0,407,1.8329306840896606,
0,408,1.8240714073181152,
0,410,1.8477212190628052,
0,411,1.8923277854919434,
0,412,1.842946171760559,
0,413,1.7724246978759766,
0,415,1.7753037214279175,
0,416,1.8119300603866577,
0,417,1.741655707359314,
0,418,1.8356549739837646,
0,420,1.9062938690185547,
0,421,1.8223295211791992,
0,422,1.8564348220825195,
0,423,1.8212627172470093,
0,425,1.967286467552185,
0,426,1.9192975759506226,
0,427,1.8692400455474854,
0,428,1.9336491823196411,
0,430,1.8811510801315308,
0,431,1.9116730690002441,
0,432,1.8751314878463745,
0,433,1.8711131811141968,
0,435,1.9152438640594482,
0,436,1.7747164964675903,
0,437,2.0754587650299072,
0,438,1.8941948413848877,
0,440,1.805128574371338,
0,441,1.8203718662261963,
0,442,1.7509980201721191,
0,443,1.6991262435913086,
0,445,1.8174412250518799,
0,446,1.8518116474151611,
0,447,1.7977293729782104,
0,448,1.8023189306259155,
0,450,1.6035791635513306,
0,451,1.7979464530944824,
0,452,1.9032238721847534,
0,453,1.702061653137207,
0,455,1.7823137044906616,
0,456,1.8787775039672852,
0,457,1.8250188827514648,
0,458,1.942535638809204,
0,460,1.8020992279052734,
0,461,1.8085706233978271,
0,462,1.8192567825317383,
0,463,1.8219683170318604,
0,465,1.731624960899353,
0,466,1.8327584266662598,
0,467,1.7947498559951782,
0,468,1.8219225406646729,
0,470,1.859603762626648,
0,471,1.7425583600997925,
0,472,1.992751121520996,
0,473,1.9329736232757568,
0,475,1.9654120206832886,
0,476,1.9557559490203857,
0,477,1.942015528678894,
0,478,1.7655845880508423,
0,480,1.8133646249771118,
0,481,1.777997374534607,
0,482,1.8347710371017456,
0,483,1.7567451000213623,
0,485,1.5882444381713867,
0,486,1.7683417797088623,
0,487,1.8308875560760498,
0,488,1.8441787958145142,
0,490,1.9320647716522217,
0,491,1.7885552644729614,
0,492,1.825750470161438,
0,493,2.035090208053589,
0,495,1.8236260414123535,
0,496,1.7706341743469238,
0,497,1.7900363206863403,
0,498,1.9089553356170654,
0,500,1.7633470296859741,
0,501,1.787787675857544,
0,502,1.7308777570724487,
0,503,1.677364706993103,
0,505,1.8150521516799927,
0,506,1.7025978565216064,
0,507,1.8090543746948242,
0,508,1.7500128746032715,
0,510,1.7255048751831055,
0,511,1.9449381828308105,
0,512,1.6951375007629395,
0,513,1.80666184425354,
0,515,1.714707612991333,
0,516,1.9571795463562012,
0,517,1.8593469858169556,
0,518,1.7971380949020386,
0,520,1.6635850667953491,
0,521,1.757435917854309,
0,522,1.9263863563537598,
0,523,1.734601616859436,
0,525,1.723765254020691,
0,526,1.6884629726409912,
0,527,1.7470383644104004,
0,528,1.8749945163726807,
0,530,1.8001328706741333,
0,531,1.8973119258880615,
0,532,1.6570607423782349,
0,533,1.6516908407211304,
0,535,1.851296305656433,
0,536,1.9149209260940552,
0,537,1.7923978567123413,
0,538,1.746567726135254,
0,540,1.7038265466690063,
0,541,1.7147548198699951,
0,542,1.859306812286377,
0,543,1.7312607765197754,
0,545,1.8981536626815796,
0,546,1.972348928451538,
0,547,1.7176992893218994,
0,548,1.8611191511154175,
0,550,1.8949031829833984,
0,551,1.8179377317428589,
0,552,1.8733735084533691,
0,553,1.7861599922180176,
0,555,1.7224844694137573,
0,556,1.6587892770767212,
0,557,1.8878730535507202,
0,558,1.8037748336791992,
0,560,1.7204923629760742,
0,561,1.8846720457077026,
0,562,1.837760329246521,
0,563,1.881516456604004,
0,565,1.7204099893569946,
0,566,1.8234996795654297,
0,567,1.877441167831421,
0,568,1.6856184005737305,
0,570,1.7519046068191528,
0,571,1.7027214765548706,
0,572,1.865574836730957,
0,573,1.8905210494995117,
0,575,1.8467752933502197,
0,576,1.7906627655029297,
0,577,1.8704818487167358,
0,578,1.7997238636016846,
0,580,1.7570536136627197,
0,581,1.9464423656463623,
0,582,1.9160083532333374,
0,583,1.9915916919708252,
0,585,1.9734543561935425,
0,586,2.0157034397125244,
0,587,1.7315455675125122,
0,588,1.9030472040176392,
0,590,1.6911773681640625,
0,591,2.0565168857574463,
0,592,1.850341796875,
0,593,1.799681305885315,
0,595,1.8927922248840332,
0,596,1.7954899072647095,
0,597,1.808411955833435,
0,598,1.7779618501663208,
0,600,1.742781162261963,
0,601,1.5300891399383545,
0,602,1.6896302700042725,
0,603,1.7279211282730103,
0,605,1.7450064420700073,
0,606,1.6875829696655273,
0,607,1.805667757987976,
0,608,1.7407417297363281,
0,610,1.8126345872879028,
0,611,1.653491735458374,
0,612,1.8124476671218872,
0,613,1.732072114944458,
0,615,1.91291081905365,
0,616,1.8731238842010498,
0,617,1.7239376306533813,
0,618,1.7628557682037354,
0,620,1.6500682830810547,
0,621,1.7638779878616333,
0,622,1.772513747215271,
0,623,1.9023733139038086,
0,625,1.6201422214508057,
0,626,1.7054237127304077,
0,627,1.6295554637908936,
0,628,1.542519211769104,
0,630,1.9596251249313354,
0,631,1.8560699224472046,
0,632,1.7784572839736938,
0,633,1.7545409202575684,
0,635,1.5253753662109375,
0,636,1.8031648397445679,
0,637,1.730818510055542,
0,638,1.5415185689926147,
0,640,1.7943189144134521,
0,641,1.9453201293945312,
0,642,1.84805166721344,
0,643,1.8658719062805176,
0,645,1.6999601125717163,
0,646,1.7888957262039185,
0,647,1.8101617097854614,
0,648,1.7315129041671753,
0,650,1.7564663887023926,
0,651,1.7356846332550049,
0,652,1.7904918193817139,
0,653,1.6318542957305908,
0,655,1.8784868717193604,
0,656,1.6844614744186401,
0,657,1.8008137941360474,
0,658,1.9033349752426147,
0,660,1.7428125143051147,
0,661,1.8743151426315308,
0,662,1.838729739189148,
0,663,1.657470703125,
0,665,1.6070665121078491,
0,666,1.6755139827728271,
0,667,1.7100214958190918,
0,668,1.6896421909332275,
0,670,1.8617515563964844,
0,671,1.7394938468933105,
0,672,1.7476624250411987,
0,673,1.735032320022583,
0,675,1.8363301753997803,
0,676,1.7127172946929932,
0,677,1.8135048151016235,
0,678,1.8715065717697144,
0,680,1.6635912656784058,
0,681,1.828751802444458,
0,682,1.8532015085220337,
0,683,1.7124956846237183,
0,685,1.8332405090332031,
0,686,1.8419482707977295,
0,687,1.8210384845733643,
0,688,1.6847662925720215,
0,690,1.759538173675537,
0,691,1.7046970129013062,
0,692,1.778913140296936,
0,693,1.7562617063522339,
0,695,1.6977049112319946,
0,696,1.656166911125183,
0,697,1.6268538236618042,
0,698,1.7880064249038696,
0,700,1.7488458156585693,
0,701,1.6083167791366577,
0,702,1.8517580032348633,
0,703,1.597891092300415,
0,705,1.8168902397155762,
0,706,1.8990416526794434,
0,707,1.9796761274337769,
0,708,1.748047113418579,
0,710,1.7487095594406128,
0,711,2.065795421600342,
0,712,1.8092247247695923,
0,713,1.8750970363616943,
0,715,1.8478871583938599,
0,716,1.8681389093399048,
0,717,1.7868919372558594,
0,718,1.851118564605713,
0,720,1.7015684843063354,
0,721,1.830492615699768,
0,722,1.883414626121521,
0,723,1.8271076679229736,
0,725,1.7480700016021729,
0,726,1.6789871454238892,
0,727,1.717401385307312,
0,728,1.9061882495880127,
0,730,1.618219256401062,
0,731,1.7984693050384521,
0,732,1.8793096542358398,
0,733,1.747653603553772,
0,735,1.8414453268051147,
0,736,1.6501308679580688,
0,737,1.75457763671875,
0,738,1.9080005884170532,
0,740,1.6138708591461182,
0,741,1.5827620029449463,
0,742,1.7440259456634521,
0,743,1.8480255603790283,
0,745,1.8263204097747803,
0,746,1.870756983757019,
0,747,1.5972387790679932,
0,748,1.6908984184265137,
0,750,1.8571128845214844,
0,751,1.8866764307022095,
0,752,1.898091197013855,
0,753,1.813627004623413,
0,755,1.7709683179855347,
0,756,1.7343746423721313,
0,757,1.8077921867370605,
0,758,1.8041372299194336,
0,760,1.7744183540344238,
0,761,1.9263538122177124,
0,762,1.787214756011963,
0,763,1.7263011932373047,
0,765,1.7258011102676392,
0,766,1.7373548746109009,
0,767,1.7284619808197021,
0,768,1.8023931980133057,
0,770,1.7104601860046387,
0,771,1.7794408798217773,
0,772,1.8682613372802734,
0,773,1.4644490480422974,
0,775,1.7976505756378174,
0,776,1.7782490253448486,
0,777,1.9258776903152466,
0,778,1.862546682357788,
0,780,1.906246542930603,
0,781,1.8880609273910522,
0,782,1.6592403650283813,
0,783,1.755034327507019,
0,785,1.8737144470214844,
0,786,1.6562520265579224,
0,787,1.7876518964767456,
0,788,1.806467056274414,
0,790,1.7524068355560303,
0,791,1.7988924980163574,
0,792,1.7089934349060059,
0,793,1.746595859527588,
0,795,1.9869954586029053,
0,796,1.86538565158844,
0,797,1.8284530639648438,
0,798,1.8110480308532715,
0,800,1.7491587400436401,
0,801,1.8957172632217407,
0,802,1.7729812860488892,
0,803,1.8043278455734253,
0,805,1.8969022035598755,
0,806,1.5843569040298462,
0,807,1.7722530364990234,
0,808,1.7585773468017578,
0,810,1.7982687950134277,
0,811,1.798734188079834,
0,812,1.7315237522125244,
0,813,1.6688566207885742,
0,815,1.8186111450195312,
0,816,1.7363958358764648,
0,817,1.8918299674987793,
0,818,1.8388477563858032,
0,820,1.7117915153503418,
0,821,1.8451135158538818,
0,822,1.8554037809371948,
0,823,1.7965549230575562,
0,825,1.810246467590332,
0,826,1.759942650794983,
0,827,1.7062442302703857,
0,828,1.758133053779602,
0,830,1.6739482879638672,
0,831,1.6844666004180908,
0,832,1.8165416717529297,
0,833,1.7993264198303223,
0,835,1.6615793704986572,
0,836,1.7601348161697388,
0,837,1.8469864130020142,
0,838,1.782358169555664,
0,840,1.602023959159851,
0,841,1.7898454666137695,
0,842,1.6928811073303223,
0,843,1.7378772497177124,
0,845,1.9306851625442505,
0,846,1.845714807510376,
0,847,1.8176157474517822,
0,848,1.585220217704773,
0,850,1.7880481481552124,
0,851,1.8571537733078003,
0,852,1.7854087352752686,
0,853,1.7266333103179932,
0,855,1.7930493354797363,
0,856,1.729816198348999,
0,857,1.7218986749649048,
0,858,1.6918665170669556,
0,860,1.9210994243621826,
0,861,1.7026218175888062,
0,862,1.6549843549728394,
0,863,1.8268269300460815,
0,865,1.5721877813339233,
0,866,1.7606468200683594,
0,867,1.6405574083328247,
0,868,1.5886942148208618,
0,870,1.7198423147201538,
0,871,1.7559176683425903,
0,872,1.8084114789962769,
0,873,1.836390733718872,
0,875,1.6564624309539795,
0,876,1.6611977815628052,
0,877,1.8538668155670166,
0,878,1.7527965307235718,
0,880,1.7902690172195435,
0,881,1.8774120807647705,
0,882,1.7384756803512573,
0,883,1.7107821702957153,
0,885,1.7170220613479614,
0,886,1.7598183155059814,
0,887,1.7895258665084839,
0,888,1.9256389141082764,
0,890,1.8464534282684326,
0,891,1.6172007322311401,
0,892,1.9224932193756104,
0,893,1.7692896127700806,
0,895,1.6979066133499146,
0,896,1.7866326570510864,
0,897,1.7281183004379272,
0,898,1.9419496059417725,
0,900,1.8437210321426392,
0,901,1.6354069709777832,
0,902,1.8238389492034912,
0,903,1.7651047706604004,
0,905,1.7799320220947266,
0,906,1.8168563842773438,
0,907,1.672869324684143,
0,908,1.684231162071228,
0,910,1.7234143018722534,
0,911,1.9616057872772217,
0,912,1.8651823997497559,
0,913,1.791933298110962,
0,915,1.7637344598770142,
0,916,1.7930819988250732,
0,917,1.539393424987793,
0,918,1.6324423551559448,
0,920,1.8517292737960815,
0,921,1.8731122016906738,
0,922,1.7379177808761597,
0,923,1.6161344051361084,
0,925,1.832618236541748,
0,926,1.7870365381240845,
0,927,1.6679264307022095,
0,928,1.8431588411331177,
0,930,1.7314940690994263,
0,931,1.7461836338043213,
0,932,1.91976797580719,
0,933,1.7106883525848389,
0,935,1.7975205183029175,
0,936,1.849564552307129,
0,937,1.8055733442306519,
0,938,1.7448750734329224,
0,940,1.8397568464279175,
0,941,1.7329282760620117,
0,942,1.8606196641921997,
0,943,1.7867287397384644,
0,945,1.7970868349075317,
0,946,1.700077772140503,
0,947,1.5296436548233032,
0,948,1.6447200775146484,
0,950,1.7556912899017334,
0,951,1.6289446353912354,
0,952,1.7429306507110596,
0,953,1.6256465911865234,
0,955,1.6966038942337036,
0,956,1.8243372440338135,
0,957,1.683113932609558,
0,958,1.9331687688827515,
0,960,1.7703758478164673,
0,961,1.6927995681762695,
0,962,1.5387436151504517,
0,963,1.574541449546814,
0,965,1.767491340637207,
0,966,1.7390657663345337,
0,967,1.88456130027771,
0,968,1.651667594909668,
0,970,1.7553247213363647,
0,971,1.8289281129837036,
0,972,1.6647982597351074,
0,973,1.8594609498977661,
0,975,1.709673285484314,
0,976,1.7251609563827515,
0,977,1.7518061399459839,
0,978,1.7456187009811401,
0,980,1.7993959188461304,
0,981,1.7322698831558228,
0,982,1.8050435781478882,
0,983,1.7508586645126343,
0,985,1.7488995790481567,
0,986,1.6877480745315552,
0,987,1.743406057357788,
0,988,1.7192326784133911,
0,990,1.8211607933044434,
0,991,1.6932072639465332,
0,992,1.6883183717727661,
0,993,1.8072760105133057,
0,995,1.7916653156280518,
0,996,1.8739224672317505,
0,997,1.7460002899169922,
0,998,1.696994662284851,
0,1000,1.753860592842102,
0,1001,1.7809605598449707,
0,1002,1.8788655996322632,
0,1003,1.755124807357788,
0,1005,1.838494896888733,
0,1006,1.7364109754562378,
0,1007,1.8601385354995728,
0,1008,1.8031384944915771,
0,1010,1.7698003053665161,
0,1011,1.9040621519088745,
0,1012,1.8596866130828857,
0,1013,1.5964652299880981,
0,1015,1.6764912605285645,
0,1016,1.7380212545394897,
0,1017,1.6620807647705078,
0,1018,1.7164876461029053,
0,1020,1.6794557571411133,
0,1021,1.8658556938171387,
0,1022,1.767507791519165,
0,1023,1.6891722679138184,
0,1025,1.6227409839630127,
0,1026,1.716621994972229,
0,1027,1.6664308309555054,
0,1028,1.7878305912017822,
0,1030,1.7289615869522095,
0,1031,1.7443140745162964,
0,1032,1.8414450883865356,
0,1033,1.603657603263855,
0,1035,1.7423295974731445,
0,1036,1.8280681371688843,
0,1037,1.7156150341033936,
0,1038,1.811120629310608,
0,1040,1.7947897911071777,
0,1041,1.7577353715896606,
0,1042,1.7888638973236084,
0,1043,1.881615400314331,
0,1045,1.7497572898864746,
0,1046,1.82379949092865,
0,1047,1.7043453454971313,
0,1048,1.8190900087356567,
0,1050,1.9625208377838135,
0,1051,1.792478322982788,
0,1052,1.6219698190689087,
0,1053,1.6510895490646362,
0,1055,1.9254730939865112,
0,1056,1.7817214727401733,
0,1057,1.815941572189331,
0,1058,1.9003686904907227,
0,1060,1.7555290460586548,
0,1061,1.7519469261169434,
0,1062,1.7019693851470947,
0,1063,1.787319302558899,
0,1065,1.684800148010254,
0,1066,1.7202956676483154,
0,1067,1.837778925895691,
0,1068,1.7321897745132446,
0,1070,1.8004180192947388,
0,1071,1.7821756601333618,
0,1072,1.7952160835266113,
0,1073,1.7575758695602417,
0,1075,1.8724579811096191,
0,1076,1.6959377527236938,
0,1077,1.7405624389648438,
0,1078,1.6182615756988525,
0,1080,1.7517073154449463,
0,1081,1.9072436094284058,
0,1082,1.6405447721481323,
0,1083,1.7785708904266357,
0,1085,1.7673401832580566,
0,1086,1.7479053735733032,
0,1087,1.8512002229690552,
0,1088,1.908198595046997,
0,1090,1.8685235977172852,
0,1091,1.7862416505813599,
0,1092,1.5793324708938599,
0,1093,1.736523985862732,
0,1095,1.7121237516403198,
0,1096,1.8051629066467285,
0,1097,1.5831141471862793,
0,1098,1.6795624494552612,
0,1100,1.7828216552734375,
0,1101,1.7359907627105713,
0,1102,1.7372668981552124,
0,1103,1.6995488405227661,
0,1105,1.691662311553955,
0,1106,1.6889995336532593,
0,1107,1.8194832801818848,
0,1108,1.8433928489685059,
0,1110,1.664764165878296,
0,1111,1.6633979082107544,
0,1112,1.7102982997894287,
0,1113,1.7955472469329834,
0,1115,1.8430756330490112,
0,1116,1.7577849626541138,
0,1117,1.7719557285308838,
0,1118,1.7159816026687622,
0,1120,1.8104286193847656,
0,1121,1.8759477138519287,
0,1122,1.7884442806243896,
0,1123,1.7675632238388062,
0,1125,1.7419865131378174,
0,1126,1.777897596359253,
0,1127,1.6859807968139648,
0,1128,1.738769769668579,
0,1130,1.9189618825912476,
0,1131,1.784139633178711,
0,1132,1.6748182773590088,
0,1133,1.7529395818710327,
0,1135,1.8576672077178955,
0,1136,1.8500943183898926,
0,1137,1.7679719924926758,
0,1138,1.6472886800765991,
0,1140,1.6935936212539673,
0,1141,1.8558152914047241,
0,1142,1.7345060110092163,
0,1143,1.7260228395462036,
0,1145,1.7942157983779907,
0,1146,1.916536569595337,
0,1147,1.6412522792816162,
0,1148,1.9003533124923706,
0,1150,1.7017593383789062,
0,1151,1.6445550918579102,
0,1152,1.6809029579162598,
0,1153,1.7264658212661743,
0,1155,1.7894316911697388,
0,1156,1.6700260639190674,
0,1157,1.647607445716858,
0,1158,1.6569011211395264,
0,1160,1.7018828392028809,
0,1161,1.6285377740859985,
0,1162,1.8409053087234497,
0,1163,1.6673734188079834,
0,1165,1.666515588760376,
0,1166,1.8809328079223633,
0,1167,1.8020668029785156,
0,1168,1.7471357583999634,
0,1170,1.6845612525939941,
0,1171,1.580086588859558,
0,1172,1.8171716928482056,
0,1173,1.7868478298187256,
0,1175,1.589784860610962,
0,1176,1.683699131011963,
0,1177,1.7006925344467163,
0,1178,1.8169727325439453,
0,1180,1.6571799516677856,
0,1181,1.783187985420227,
0,1182,1.7805041074752808,
0,1183,1.721526861190796,
0,1185,1.7763022184371948,
0,1186,1.8658208847045898,
0,1187,1.7215381860733032,
0,1188,1.8033769130706787,
0,1190,1.7165231704711914,
0,1191,1.7935353517532349,
0,1192,1.798863172531128,
0,1193,1.7837063074111938,
0,1195,1.7989548444747925,
0,1196,1.7305084466934204,
0,1197,1.6741915941238403,
0,1198,1.8796639442443848,
0,1200,1.7117834091186523,
0,1201,1.6675963401794434,
0,1202,1.779831051826477,
0,1203,1.5842033624649048,
0,1205,1.6027047634124756,
0,1206,1.7847847938537598,
0,1207,1.6565474271774292,
0,1208,1.7690104246139526,
0,1210,1.8068739175796509,
0,1211,1.8434855937957764,
0,1212,1.6312756538391113,
0,1213,1.6964361667633057,
0,1215,1.781200647354126,
0,1216,1.7491525411605835,
0,1217,1.6210296154022217,
0,1218,1.7160059213638306,
0,1220,1.7721858024597168,
0,1221,1.6815173625946045,
0,1222,1.6818087100982666,
0,1223,1.788887858390808,
0,1225,1.7716310024261475,
0,1226,1.6759809255599976,
0,1227,1.6287364959716797,
0,1228,1.976415991783142,
0,1230,1.830227255821228,
0,1231,1.78435218334198,
0,1232,1.733460783958435,
0,1233,1.757493019104004,
0,1235,1.7937268018722534,
0,1236,1.7858458757400513,
0,1237,1.471386432647705,
0,1238,1.7721936702728271,
0,1240,1.7029674053192139,
0,1241,1.7847083806991577,
0,1242,1.7306954860687256,
0,1243,1.8805044889450073,
0,1245,1.7393357753753662,
0,1246,1.701494574546814,
0,1247,1.8090287446975708,
0,1248,1.8619444370269775,
0,1250,1.7835370302200317,
